title,content,url,sub_title,year
The laboratory mouse,"… 485 Aim and scope of legislation of animal experimentation......................................... 487 The 
concept of pathocentric animal protection and … 489 Humane standards of animal husbandry 
and care.................................................. 490 Control over permitted levels of pain or other forms …",https://www.google.com/books?hl=zh-CN&lr=&id=J4Ip20dvFEsC&oi=fnd&pg=PP1&dq=animal+genome+project&ots=O0xCX4WPrZ&sig=q0lW_olgAsfZWczsM6vxBvDR1Q0,H Hedrich - 2004 - books.google.com,0
The evolution of genome size in ants,"… the genome sizes of ants (family: Formicidae) to the genome sizes of other insect families, 
we compiled data from the Animal Genome … These data were downloaded from the database 
in September 2007, when there were 535 estimates of genome sizes from 453 species of …",https://bmcecolevol.biomedcentral.com/articles/10.1186/1471-2148-8-64,"ND Tsutsui, AV Suarez… - BMC …, 2008 - bmcecolevol.biomedcentral.com",2008
Zebrafish: a complete animal model for in vivo drug discovery and development,"… animal model and target identification or validation would follow in later stages [70]. A new 
hypothesis was also proposed for drug discovery and development that is based on pathophysiology 
and using animal … With the completion of the zebrafish genome project and the estab…",https://www.ingentaconnect.com/content/ben/cdm/2009/00000010/00000002/art00003,"C Chakraborty, CH Hsu, ZH Wen, CS Lin… - Current drug …, 2009 - ingentaconnect.com",2009
Complete genome sequence of Lleida bat lyssavirus,"All lyssaviruses (family Rhabdoviridae) cause the disease rabies, an acute progressive 
encephalitis for which, once symptoms occur, there is no effective cure. Using next-generation 
sequencing, the full-genome sequence for a novel lyssavirus, Lleida bat lyssavirus (LLEBV), …",https://journals.asm.org/doi/abs/10.1128/genomeA.01427-16,"DA Marston, RJ Ellis, EL Wise… - Genome …, 2017 - Am Soc Microbiol",2017
Non-contiguous finished genome sequence of Bacteroides coprosuis type strain (PC139 T),"… Members of the genus Bacteroides in general are known as beneficial protectors of animal 
guts against pathogenic microorganisms, and as … The genome project is deposited in the 
Genomes On Line Database [12] and the complete genome sequence is deposited in GenBank. …",https://environmentalmicrobiome.biomedcentral.com/articles/10.4056/sigs.1784330,"M Land, B Held, S Gronow… - Standards in …, 2011 - environmentalmicrobiome …",2011
Complete genome sequence of Nocardiopsis dassonvillei type strain (IMRU 509T),"… dassonvillei have been isolated from a large variety of natural habitats such as soil and 
marine sediments, from different plant and animal … The genome project is deposited in the 
Genome OnLine Database [37] and the complete genome sequence is deposited in GenBank. …",https://link.springer.com/article/10.4056/sigs.1363462,"H Sun, A Lapidus, M Nolan, S Lucas… - Standards in genomic …, 2010 - Springer",2010
Toxicogenomics in regulatory ecotoxicology,"… Fueled partially by large, well-publicized efforts such as the Human Genome Project, genomic 
research has become a rapidly … Presently, virtually all methods used for regulatory decision 
making in ecotoxicology rely on wholeanimal exposures and adverse effects on survival, …",https://pubs.acs.org/doi/pdf/10.1021/es0630184,"GT Ankley, GP Daston, SJ Degitz, ND Denslow… - 2006 - ACS Publications",0
Genome editing in large animals,"… nutrition, to improving fit to environment, precision gene editing is likely to be an essential 
tool in improvement of our large animal stock. … a gene editing project is that there is no way 
to predict what a genetic modification will do without actually seeing the results in a live animal. …",https://www.sciencedirect.com/science/article/pii/S0737080616300545,"J West, WW Gill - Journal of equine veterinary science, 2016 - Elsevier",2016
Multi-Platform Next-Generation Sequencing of the Domestic Turkey (Meleagris gallopavo): Genome Assembly and Analysis,"… Generally, DNA from a single inbred animal is preferential for sequencing to minimize … 
genome project is a first where the majority of the production cost was invested in analysis and 
interpretation rather than generating sequence, and that the assembly is comparable in genome …",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000475,"RA Dalloul, JA Long, AV Zimin, L Aslam, K Beal… - PLoS …, 2010 - journals.plos.org",2010
Multi-species annotation of transcriptome and chromatin structure in domesticated animals,"… guidelines to various experimental procedures and animal models. This notably includes … 
global domesticated animal genome annotation effort, lessons learned from this pilot project … 
are conserved, or diverge, across animal genomes representing different phylogenetic taxa. …",https://link.springer.com/article/10.1186/s12915-019-0726-5;,"S Foissac, S Djebali, K Munyard, N Vialaneix, A Rau… - BMC biology, 2019 - Springer",2019
Genome medicine promised by microarray technology,"… Based on the genome sequence information from the human genome project, functions of … 
Animal models are commonly used to identify novel drug targets and candidate markers … We 
are now analyzing gene expression of tissues of various animal disease models [15]. In these …",https://www.tandfonline.com/doi/abs/10.1586/14737159.1.4.377,"S Katsuma, G Tsujimoto - Expert review of molecular diagnostics, 2001 - Taylor & Francis",2001
G-Anchor: a novel approach for whole-genome comparative mapping utilizing evolutionary conserved DNA sequences,"… Here, we introduce G-Anchor, a new, fast, and efficient pipeline that uses a strictly limited 
but highly effective set of local sequence alignments to anchor (or map) an animal genome 
to another species’ reference genome. G-Anchor makes novel use of a databank of highly …",https://academic.oup.com/gigascience/article-abstract/7/5/giy017/4959634,"VPE Lenis, M Swain, DM Larkin - GigaScience, 2018 - academic.oup.com",2018
Pigs in sequence space: a 0.66 X coverage pig genome survey based on shotgun sequencing,"… We have generated ~3.84 million shotgun sequences (0.66X coverage) from the pig 
genome. The data are hereby released (NCBI Trace repository with center name ""SDJVP"", and 
project name ""Sino-Danish Pig Genome Project"") together with an initial evolutionary analysis. …",https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-6-70,"R Wernersson, MH Schierup… - BMC …, 2005 - bmcgenomics.biomedcentral.com",2005
Translesion synthesis polymerases are dispensable for C. elegans reproduction but suppress genome scarring by polymerase theta-mediated end joining,"… activity on long-term stability of an animal genome. We monitored and compared the types 
of … viable and produce progeny, demonstrating that TLS is not essential for animal life. Whole 
… -1(gk455794) was generated by the million mutation project [19] and has a point mutation in …",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1008759,"I van Bostelen, R van Schendel, R Romeijn… - PLoS …, 2020 - journals.plos.org",2020
The identity of plant glutamate receptors,"… genome-sequencing project has revealed that among the 600 Arabidopsis genes predicted 
to encode membrane transport proteins of one sort or another are 20 apparent homologs of 
animal … The plant and animal genes share an overall secondary structure and six domains of …",https://go.gale.com/ps/i.do?id=GALE%7CA75563162&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00368075&p=AONE&sw=w,"B Lacombe, D Becker, R Hedrich, R DeSalle… - Science, 2001 - go.gale.com",2001
A novel retinoblastoma therapy from genomic and epigenetic analyses,"… University Pediatric Cancer Genome Project characterized the genetic landscape of 
retinoblastoma. Whole-genome sequencing (WGS) of … Full details of sample acquisition, 
molecular and biochemical procedures, informatics and whole genome sequencing, and animal and …",https://www.nature.com/articles/nature10733,"J Zhang, CA Benavente, J McEvoy, J Flores-Otero… - Nature, 2012 - nature.com",2012
"Livestock 2.0–genome editing for fitter, healthier, and more productive farmed animals","… Here, we review recent progress in the application of genome editing to farmed animal 
species and … the applications of both genetic modification and genome editing to farm-animal 
productivity and health. … These deleterious characteristics led to the cessation of this project. …",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1583-1,"C Tait-Burkard, A Doeschl-Wilson… - Genome …, 2018 - genomebiology.biomedcentral.com",2018
Single-molecule sequencing and chromatin conformation capture enable de novo reference assembly of the domestic goat genome,"… We estimate a current project cost of about $100,000 to complete a similar genome assembly 
using current RSII sequencing and the two … from the animal sequenced owing to its accidental 
death, so we extracted DNA from a male offspring of the original animal. Purified DNA …",https://www.nature.com/articles/ng.3802,"DM Bickhart, BD Rosen, S Koren, BL Sayre… - Nature …, 2017 - nature.com",2017
10 Genetic Citizenship,"… that have arisen as the Human Genome Project has brought molecular biology and medical 
… genome, an upstart New York lab also found the FD gene. Recognizing the importance of 
this scientific competition, the FD Foundation is now funding both labs in the quest for animal …",https://www.google.com/books?hl=zh-CN&lr=&id=fyZ2A_KQ7KgC&oi=fnd&pg=PA152&dq=animal+genome+project&ots=MDJe5D-lUi&sig=IbUwMNCFBmIsKBYK-saHJQA6gM0,"D Heath, R Rapp, KS Taussig - A Companion to the Anthropology …, 2007 - books.google.com",2007
Mapping the cancer genome,"… words more than 20 years ago in one of the earliest public calls for what would become the 
Human Genome Project. “We are at a turning point,” Dulbecco, a pioneering cancer researcher, 
declared in 1986 in the journal Science. Discoveries in preceding years had made clear …",https://www.jstor.org/stable/26069190,"FS Collins, AD Barker - Scientific American, 2007 - JSTOR",2007
Why assembling plant genome sequences is so challenging,"… In consequence, plant species have larger and more complex genome sizes and structures 
than animal species and exhibit tremendous … Additionally, although any genome sequencing 
project is afforded with samples from a single plant, the situation is completely different in …",https://www.mdpi.com/40308,"MG Claros, R Bautista, D Guerrero-Fernández… - Biology, 2012 - mdpi.com",2012
The biopolitics of postmodern bodies: Constitutions of self in immune system discourse,"… The multi-billion-dollar project to sequence ‘the human genome’ in a definitive genetic library 
might be seen as one practical answer to the construction of ‘man’ as ‘subject’ of science. 
The genome project is a kind of technology of postmodern humanism, defining ‘the’ genome …",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003060338-39/biopolitics-postmodern-bodies-donna-haraway,"DJ Haraway - The Body, 2020 - taylorfrancis.com",2020
End of the beginning,"… doubled the total time and cost of the project. Does it contribute anything new to our 
understanding of the genome? It does indeed, and to … What is next for the human genome 
project? Even with a finished sequence in hand there is much still to do. Surprisingly, one task is to …",https://www.nature.com/articles/431915a,"LD Stein - Nature, 2004 - nature.com",2004
Genome mapping and molecular breeding of tomato,"… The expanding tomato EST database, which currently includes ∼214 000 sequences, the new 
microarray DNA chips, and the ongoing sequencing project are expected to aid development 
of more practical markers. Several BAC libraries have been developed that facilitate map…",https://www.hindawi.com/archive/2007/064358/abs/,"MR Foolad - International journal of plant genomics, 2007 - hindawi.com",2007
"Complete genome sequence of Klebsiella pneumoniae strain ATCC 43816 KPPR1, a rifampin-resistant mutant commonly used in animal, genetic, and molecular …","… the complete chromosomal sequence of a genetically tractable, prototypical strain used in 
animal models. GENOME ANNOUNCEMENT … The fidelity of the complete PacBio generated 
assembly was validated by performing a whole-genome alignment of the two assemblies …",https://journals.asm.org/doi/abs/10.1128/genomeA.00924-14,"CA Broberg, W Wu, JD Cavalcoli, VL Miller… - Genome …, 2014 - Am Soc Microbiol",2014
Whole genome comparison of Aspergillus flavus and A. oryzae,"… Aspergillus flavus is a plant and animal pathogen that also produces the potent carcinogen 
aflatoxin. Aspergillus oryzae is a closely related … A whole-genome sequencing project for 
A. flavus was initiated in 2003 from funds obtained from the USDA/NRI Competitive Grants …",https://academic.oup.com/mmy/article-abstract/44/Supplement_1/S9/1749057,"GA Payne, WC Nierman, JR Wortman… - Medical …, 2006 - academic.oup.com",2006
Mutations in a novel CLN6-encoded transmembrane protein cause variant neuronal ceroid lipofuscinosis in man and mouse,"… Genome Project, for annotated known genes, expressed-sequence tags (ESTs), cDNAs, and 
predicted gene segments (UCSC Human Genome Project … studies in patients with NCL and 
in spontaneous and created animal models, which promise to shed light on pathways critical …",https://www.sciencedirect.com/science/article/pii/S0002929707639482,"H Gao, RMN Boustany, JA Espinola, SL Cotman… - The American Journal of …, 2002 - Elsevier",2002
Questioning 'the number of the beast': Constructions of humanness in a human genome project (HGP) narrative,"… This quote clearly exemplifies how the human-animal operated in the genome project 
narrative. Similarity and difference were simultaneously established. When similarity to ‘the 
other’, the beast, was emphasized it was handled by addressing uniquely human traits. …",https://www.tandfonline.com/doi/abs/10.1080/09505430500041652,"T Holmberg - Science as Culture, 2005 - Taylor & Francis",2005
Molecular markers in animal genome analysis,"… during the past decades - restriction fragment length polymorphisms (RFLPs), microsatellites 
(SSRs), amplified fragment length polymorphism (AFLPs), single nucleotide polymorphisms 
(SNPs) for various applications in the area of animal genome analysis are reviewed. …",http://scindeks.ceon.rs/article.aspx?artid=1450-91560906267T,"A Teneva - Biotechnology in animal husbandry, 2009 - scindeks.ceon.rs",2009
Domestic-animal genomics: deciphering the genetics of complex traits,"… Here, with this potential in mind, we provide an overview of domestic-animal genomics 
and the potential boost it will offer to our future … of domestic-animal genome projects that 
are underway. Finally, we outline how the completion of these genome projects will facilitate …",https://www.nature.com/articles/nrg1294,"L Andersson, M Georges - Nature Reviews Genetics, 2004 - nature.com",2004
The human genome project changed everything,"… genome projects, programmes including the Haplotype Mapping (HapMap) Project 9 , the 
1000 Genomes Project 10 and The Cancer Genome … immunotherapy, are largely based on 
microbial, cellular and animal studies rather than genomics. This argument misses the point. …",https://www.nature.com/articles/s41576-020-0275-3,"RA Gibbs - Nature Reviews Genetics, 2020 - nature.com",2020
The sheep genome,"… genome map, and 500 primers developed from an ovine BAC end sequencing project (see … 
UK), with support of the Alliance for Animal Genome Research, to obtain and characterize end-… 
(approximately 6% of the genome) was produced from this project and can be accessed at …",https://www.karger.com/Article/Abstract/95096,"NE Cockett - Vertebrate Genomes, 2006 - karger.com",2006
Genome 10K: a proposal to obtain whole-genome sequence for 10 000 vertebrate species,"… With the same unity of purpose shown for the Human Genome Project, we can now 
contemplate reading … project will engage the public in the quest for the scientific basis of animal 
diversity and in the application of the knowledge we gain to halt extinctions and improve animal …",https://academic.oup.com/jhered/article-abstract/100/6/659/839176,"Genome 10K Community of Scientists - Journal of Heredity, 2009 - academic.oup.com",2009
"BeadArray™ Technology: Enabling an Accurate, Cost-Effective Approach to High-Throughput Genotyping","… The Human Genome Project has opened the door to personalized medicine, provided that 
human genetic diversity can be analyzed in a high-throughput and cost-effective way. Illumina 
has developed a genotyping system that combines very high throughput and accuracy with …",https://www.future-science.com/doi/abs/10.2144/jun0207,"A Oliphant, DL Barker, JR Stuelpnagel, MS Chee - Biotechniques, 2002 - Future Science",2002
National Science Foundation-sponsored workshop report. Maize genome sequencing project,"… However it should be noted that, despite the enthusiasm for “draft” sequences in the animal 
genome community, drafts provide a data set that … Given its recent experience as the lead 
agency in the Arabidopsis Genome Project, and its oversight of several plant genome projects …",https://academic.oup.com/plphys/article-abstract/127/4/1572/6103628,"JL Bennetzen, VL Chandler, P Schnable - Plant Physiology, 2001 - academic.oup.com",2001
The First International Workshop of Lepidoptera Genomics and Silkworm Genome Project in China [J],"… group also formalized establishment of the Steering Committee Members of International 
Lepidopteran Genome Project Consortium,which aims ""to promote international cooperation 
to reach the goal of sequencing the genome of the silkworm,Bombyx mori,by the end of 2004.…",https://en.cnki.com.cn/Article_en/CJFDTotal-CYKE200204000.htm,"X Zhonghuai - Acta Sericologica Sinica, 2002 - en.cnki.com.cn",2002
Lateral transfer of genes from fungi underlies carotenoid production in aphids,"… by any other available animal genome. In … genome project.) Furthermore, both sequenced 
red lines showed no heterozygosity in this region in contrast to all other regions, which showed 
clear evidence of heterozygosity. After manual assembly of traces from the genome project …",https://science.sciencemag.org/content/328/5978/624.abstract,"NA Moran, T Jarvik - science, 2010 - science.sciencemag.org",2010
"Goat genome assembly, Availability of an international 50K SNP chip and RH panel: An update of the International Goat Genome Consortium projects","Yunnan black goat (XX) lead to high quality reference genome of the domestic goat 
generated by combining Illumina new-generation short reads sequencing and the optical 
mapping technology of large DNA molecules which was used to generate the super-scaffolds. …",https://hal.inrae.fr/hal-02805662/document,"G Tosser-Klopp - Workshop Plant et Animal Genome, 2012 - hal.inrae.fr",2012
"Neuropeptides and their precursors in the fruitfly, Drosophila melanogaster☆","… Drosophila melanogaster genomic data are now fully accessible to the international scientific 
community (Berkeley Drosophila Genome Project, BDGP… In addition, the fruitfly genome 
project will undoubtedly boost comparative physiological research in other animal species. The …",https://www.sciencedirect.com/science/article/pii/S0196978100003764,"JV Broeck - Peptides, 2001 - Elsevier",2001
Tetracycline-controlled transcriptional regulation systems: advances and application in transgenic animal modeling,"… The completion of the human genome sequencing project is one of the most important … is 
transgenic overexpression of genes of interest in animal models to study the role of these … to 
scientists who are interested in establishing animal models for studying human diseases. The …",https://www.sciencedirect.com/science/article/pii/S1084952102000186,"Z Zhu, T Zheng, CG Lee, RJ Homer, JA Elias - Seminars in cell & …, 2002 - Elsevier",2002
The Dictyostelium genome: the private life of a social model revealed?,"… , and now, of course, the completed genome project. The Dictyostelium lifestyle is, in fact, … 
for cell polarity in animal and fungal cells, but is not present in the Dictyostelium genome. … 
not have subdivided the functions of Rac and Cdc42 in the way that animal cells have done. …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2005-6-6-222,"R Insall - Genome Biology, 2005 - genomebiology.biomedcentral.com",2005
Genome sequence of enterohaemorrhagic Escherichia coli O157: H7,"… including extensive testing in animal models that mimic symptoms of human infections, but the 
genome sequence offers a … -genome libraries in M13Janus and pBluescript were prepared 
from genomic DNA as described for genome segments used in the K-12 genome project 26 …",https://www.nature.com/articles/35054089,"NT Perna, G Plunkett, V Burland, B Mau, JD Glasner… - Nature, 2001 - nature.com",2001
The application of genome-wide SNP genotyping methods in studies on livestock genomes,"… livestock genome functioning and diversity. In this article, we review the recent literature 
concentrating on various aspects of animal genomics, … number variation and genetic differentiation 
of animal populations. Our work is aimed at providing insight into certain achievements of …",https://link.springer.com/article/10.1007/s13353-014-0202-4,"A Gurgul, E Semik, K Pawlina, T Szmatoła… - Journal of applied …, 2014 - Springer",2014
Current strategies for the assessment and evaluation of genetic diversity in chicken resources,"… First results of the European project on chicken biodiversity (AVIANDIV) obtained from 
microsatellite typing in DNA pools of 51 diverse … the genetic diversity in farm animal species 
differently by investigating the mode and extent of changes in certain positions in the genome. …",https://www.cambridge.org/core/journals/world-s-poultry-science-journal/article/current-strategies-for-the-assessment-and-evaluation-of-genetic-diversity-in-chicken-resources/051299F7CF291422A943F981D5BA5049,"S Weigend, MN Romanov - World's Poultry Science Journal, 2001 - cambridge.org",2001
Computational identification of developmental enhancers: conservation and function of transcription factor binding-site clusters in Drosophila melanogaster …,"… As the first animal genome sequences were completed [3–6], researchers began to tackle 
the challenge of identifying regulatory … from a BioPerl genome database [67] containing 
Release 3.1 sequence and annotations from the Berkeley Drosophila Genome Project [68]. …",https://link.springer.com/article/10.1186/gb-2004-5-9-r61,"BP Berman, BD Pfeiffer, TR Laverty, SL Salzberg… - Genome biology, 2004 - Springer",2004
The adoration of a map: Reflections on a genome metaphor,"… the grand effort to sequence the human genome, the Human Genome Project (HGP), was … 
genome rather than the individual. Whereas a particular bison may look like a bison, may 
resemble the animal’s basic image or Gestalt, its identity may be stained in terms of the genome …",https://lsspjournal.biomedcentral.com/track/pdf/10.1186/1746-5354-5-3-29.pdf,"H Zwart - Genomics, Society & Policy, 2009 - lsspjournal.biomedcentral.com",2009
Comparison of next-generation sequencing systems,"… the main tools for the completion of human genome project in 2001 [3]. This project greatly 
stimulated the development of powerful novel … and many more ongoing projects like 1000 
Animal and Plant Genome project, the MetaHIT project, Yanhuang project, LUCAMP (Diabetes-…",https://www.hindawi.com/journals/biomed/2012/251364/abs/,"L Liu, Y Li, S Li, N Hu, Y He, R Pong, D Lin… - Journal of Biomedicine …, 2012 - hindawi.com",2012
Genome-wide linkage disequilibrium and genetic diversity in five populations of Australian domestic sheep,"… animal genome for each of the five populations. There were clear differences in both the 
levels and variation of ROH frequency. BL and PD had a larger sum of ROH per animal genome 
… ; but most of the sheep breeds analysed in the SheepHapMap project had large N e [1], ie, …",https://gsejournal.biomedcentral.com/articles/10.1186/s12711-015-0169-6,"HA Al-Mamun, SA Clark… - Genetics Selection …, 2015 - gsejournal.biomedcentral.com",2015
Background History of the National and International Brassica rapa Genome Sequencing Initiatives,"… Whole genome sequencing of Brassica rapa was first launched by the multinational group 
of Brassica rapa Genome Sequencing Project (BrGSP). The group planned to perform the 
assembly using the method called “bacterial artificial chromosome (BAC) by BAC” in the initial …",https://link.springer.com/chapter/10.1007/978-3-662-47901-8_2,"I Bancroft, X Wang - The Brassica rapa Genome, 2015 - Springer",2015
Potential of Jatropha curcas as a source of renewable oil and animal feed,"… curcas an attractive candidate for genome sequencing. In addition, the castor genome 
project, which is currently available as four-times draft (http://castorbean.jcvi.org), could serve 
as a useful resource for the identification of genes by homology, or assisting in the creation of …",https://academic.oup.com/jxb/article-abstract/60/10/2897/574447,"AJ King, W He, JA Cuevas… - Journal of …, 2009 - academic.oup.com",2009
Integration of animal linkage and BAC contig maps using overgo hybridization,"… Due to the limited amount of chicken genome sequence available (especially at the start 
of this project), it is not surprising that there are unknown repetitive sequences that could not 
be excluded in the overgo design process. Indeed, we typically observe that 1–2% of our …",https://www.karger.com/Article/Abstract/75763,"MN Romanov, JA Price, JB Dodgson - Cytogenetic and genome …, 2003 - karger.com",2003
Ploidy identification of loquats for genome sequencing project by flow cytometry.,"… Finally, according to the results, 'Jiefangzhong' was selected as the material for the loquat 
genome sequencing project. Besides, the nuclear DNA content of 'Jiefangzhong' is tested by 
the use of flow cytometry with the standard reference genome, including Raphanus sativus…",https://www.cabdirect.org/cabdirect/abstract/20123270794,"ZK Zhang, YQ Wang, SQ Lin - Journal of Fruit Science, 2012 - cabdirect.org",2012
The genome of a songbird,"… the interspersed repeat content of the chicken genome is only 8.5%. We find that the zebra 
finch genome also has a low overall interspersed repeat … Author Contributions WCW, DFC, 
HE and APA comprise the organizing committee of the zebra finch genome sequencing project. …",https://www.nature.com/articles/nature08819,"WC Warren, DF Clayton, H Ellegren, AP Arnold… - Nature, 2010 - nature.com",2010
The characterization of goat genetic diversity: Towards a genomic approach,"… Analysis within the EU Globaldiv project of two large goat microsatellite datasets produced 
… , local feed), grant the sustainability of animal farming in marginal and difficult areas in 
both … of a national plan for the management of animal genetic resources (AnGR). Therefore …",https://www.sciencedirect.com/science/article/pii/S0921448814001886,"P Ajmone-Marsan, L Colli, JL Han, A Achilli… - Small Ruminant …, 2014 - Elsevier",2014
Genome-wide survey of V-ATPase genes in Drosophila reveals a conserved renal phenotype for lethal alleles,"… advantages, a genetically tractable animal model is essential for study of plasma membrane 
V-ATPases. The first animal knockout of a V-… Drosophila, with rich genetic resources and 
a completed genome project, is extremely suited to dissection of genes involved in plasma …",https://journals.physiology.org/doi/abs/10.1152/physiolgenomics.00233.2004,"AK Allan, J Du, SA Davies… - Physiological …, 2005 - journals.physiology.org",2005
Recent advances in cattle functional genomics and their application to beef quality,"… sciences including medicine, human health and nutrition, agronomy and, the subject of this 
paper, animal science. This paper aims to illustrate how animal scientists can take advantage 
of the recent developments in functional genomics to get a better understanding of the …",https://www.cambridge.org/core/journals/animal/article/recent-advances-in-cattle-functional-genomics-and-their-application-to-beef-quality/C46AC39723CDE8DBF869474F7EB48ECB,"JF Hocquette, S Lehnert, W Barendse, I Cassar-Malek… - animal, 2007 - cambridge.org",2007
Genome-wide RNAseq study of the molecular mechanisms underlying microglia activation in response to pathological tau perturbation in the rTg4510 tau …,"… the molecular changes of isolated microglia from animal models of neurodegenerative 
diseases, … A recent study using a microglia ablation animal model demonstrated that microglia 
… of acutely isolated microglia from a widely used animal model of tauopathy, rTg4510. In this …",https://link.springer.com/article/10.1186/s13024-018-0296-y,"H Wang, Y Li, JW Ryder, JT Hole, PJ Ebert… - Molecular …, 2018 - Springer",2018
Unraveling the swine genome: implications for human health,"… Today, we understand that animal models are not 100% correlated with humans, and some 
animal models correlate better than others. … Project is also under way, with the goal of providing 
genome-wide DNA methylation patterns of all human genes in all major tissues. A project …",https://www.annualreviews.org/doi/abs/10.1146/annurev-animal-022114-110815,"LB Schook, TV Collares, KA Darfour-Oduro… - Annu. Rev. Anim …, 2015 - annualreviews.org",2015
Won for All: How the Drosophila genome was sequenced. M. Ashburner. Cold Spring Harbor Laboratory Press. 2006. 107 pages. ISBN 087969802 0. Price£ 11 …,"… genome sequence, the only product of large scale animal genome sequencing was pretty 
dull and we were not excited about spending vast sums on the human genome… the similarities 
between the human genome sequence and the Apollo project. If the Sanger Centre had …",https://www.cambridge.org/core/journals/genetics-research/article/won-for-all-how-the-drosophila-genome-was-sequenced-m-ashburner-cold-spring-harbor-laboratory-press-2006-107-pages-isbn-087969802-0-price-11-hardback/53A18BCAE78305FA3E44CC63760F7EAA,"L KEEGAN - Genetics Research, 2006 - cambridge.org",2006
TreeFam: a curated database of phylogenetic trees of animal gene families,"… planned for representatives of eight more animal phyla over the next two years, ie the first 
whole-genome sequences from the Placozoa, … a new animal genome is sequenced. For 
example, TreeFam could be used to identify orthologs of these newly sequenced animal phyla in …",https://academic.oup.com/nar/article-abstract/34/suppl_1/D572/1133584,"H Li, A Coghlan, J Ruan, LJ Coin… - Nucleic acids …, 2006 - academic.oup.com",2006
Prokaryotic genes in eukaryotic genome sequences: when to infer horizontal gene transfer and when to suspect an actual microbe,"… vectensis genome project were, as a rule, segregated from the eukaryotic genes on … products 
(we think that the Hydra genome project must have avoided that particular pitfall by … that 
have been hypothesized to represent animal microbiomes in the studies mentioned previously. …",https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.12854,"II Artamonova, T Lappi, L Zudina… - Environmental …, 2015 - Wiley Online Library",2015
The case for sequencing the Pacific oyster genome,"… & Animal Genome Conference (PAG). Last year, NE-186 fused with NRSP-8, the umbrella 
USDA national program for all animal genomics. … This project extends experimental studies 
of oysters, which suggest that common assumptions about larval biology and recruitment need …",https://bioone.org/journals/journal-of-shellfish-research/volume-24/issue-2/0730-8000(2005)24[429:TCFSTP]2.0.CO;2/THE-CASE-FOR-SEQUENCING-THE-PACIFIC-OYSTER-GENOME/10.2983/0730-8000(2005)24[429:TCFSTP]2.0.CO;2.short,"D Hedgecock, PM Gaffney, P Goulletquer, X Guo… - Journal of Shellfish …, 2005 - BioOne",2005
First sequenced genome of a parasitic nematode,"… We thank the Filarial Genome Project researchers for their contributions to this effort. Work 
at TIGR was supported by the NIAID/NIH (grant U01 AI50903 to EG). Work at New England 
Biolabs has been partially funded by UNDP/World Bank/WHO Special Programme for …",https://www.sciencedirect.com/science/article/pii/S1471492204000261,"E Ghedin, S Wang, JM Foster, BE Slatko - Trends in parasitology, 2004 - Elsevier",2004
"Animal transcription networks as highly connected, quantitative continua","… Here I review evidence that most animal transcription factors each bind to a majority of 
genes over a quantitative series of DNA occupancy levels. These continua span functional, 
quasifunctional, and nonfunctional DNA binding events. Factor regulatory specificities are …",https://www.sciencedirect.com/science/article/pii/S1534580711004060,"MD Biggin - Developmental cell, 2011 - Elsevier",2011
Genome-wide survey of genetic diversity in apple using genotyping-by-sequencing,"… over 1,000,000 SNPs in the apple genome. Using these data, we demonstrate that patterns 
of population structure are in agreement with known relationships among apple species and 
cultivars. In addition, we present results of a preliminary genome scan for selection to identify …",https://www.ars.usda.gov/research/publications/publication/?seqNo115=290817,"KM Gardner, HR Schwaninger, S Dann… - … and Animal Genome, 2013 - ars.usda.gov",2013
Genome-wide scan for selection signatures in six cattle breeds in South Africa,"… All these breeds have participated in animal recording systems since the early 1960s [3] 
and have been subjected to selection for traits of … The porcine HapMap project: Genome-wide 
assessment of nucleotide diversity, haplotype diversity and footprints of selection in the pig. In…",https://link.springer.com/article/10.1186/s12711-015-0173-x,"SO Makina, FC Muchadeyi, E van Marle-Köster… - Genetics Selection …, 2015 - Springer",2015
Genome mapping and genomics in animal-associated microbes,"… The scope for a book on genome mapping and genomics of animal-associated microbes 
is … We also picked pathogens whose genome sequence has been available for a few years 
so … , increasing the complexity of their “animal” associations but providing another target for …",https://www.google.com/books?hl=zh-CN&lr=&id=EalGAAAAQBAJ&oi=fnd&pg=PR3&dq=animal+genome+project&ots=hfXhKb5imG&sig=skBrXNJxQNxfrxDsmrpou365jzs,"V Nene, C Kole - 2008 - books.google.com",0
"Development of genomic resources in support of sequencing, assembly, and annotation of the catfish genome","… Animal Genome NRSP-8 program, whole genome sequencing projects are underway for 
at least four: tilapia, Atlantic salmon, catfish, and oyster. The tilapia-genome project … -models/vertebrates-invertebrates/tilapia/ 
tilapia-genome-sequencing-project). Organized by the Oyster …",https://www.sciencedirect.com/science/article/pii/S1744117X10000237,"Z Liu - Comparative Biochemistry and Physiology Part D …, 2011 - Elsevier",2011
